order_line_key,order_id,order_date,ship_date,order_timestamp,customer_key,product_key,location_key,ship_mode,quantity,sales_amount,discount_pct,profit_amount
OL_003350,ORD_003350,2025-12-17,2025-12-18,2025-12-17 20:06:49,CUST_0596,PRD_0049,LOC_003,Second Class,5,448.45,0.0,132.3
OL_003351,ORD_003351,2024-10-03,2024-10-06,2024-10-03 11:33:41,CUST_0247,PRD_0019,LOC_004,Standard Class,6,5267.59,0.1,1997.29
OL_003352,ORD_003352,2024-06-06,2024-06-07,2024-06-06 23:19:47,CUST_0207,PRD_0110,LOC_002,Second Class,7,8090.52,0.05,1163.53
OL_003353,ORD_003353,2024-04-12,2024-04-13,2024-04-12 04:39:15,CUST_0678,PRD_0044,LOC_003,Second Class,1,17.08,0.1,3.22
OL_003354,ORD_003354,2025-07-22,2025-07-25,2025-07-22 13:30:41,CUST_0573,PRD_0024,LOC_004,Standard Class,2,421.54,0.0,197.52
OL_003355,ORD_003355,2025-03-20,2025-03-25,2025-03-20 19:04:01,CUST_0398,PRD_0114,LOC_007,Standard Class,5,1769.68,0.37,-481.52
OL_003356,ORD_003356,2024-08-11,2024-08-12,2024-08-11 09:21:47,CUST_0232,PRD_0071,LOC_009,Standard Class,7,80.57,0.0,25.48
OL_003357,ORD_003357,2025-04-22,2025-04-23,2025-04-22 00:30:31,CUST_0111,PRD_0008,LOC_008,Standard Class,3,2704.81,0.1,952.21
OL_003358,ORD_003358,2024-08-27,2024-08-29,2024-08-27 08:24:01,CUST_0041,PRD_0067,LOC_002,Standard Class,1,58.78,0.0,16.28
OL_003359,ORD_003359,2024-12-18,2024-12-22,2024-12-18 13:27:21,CUST_0678,PRD_0086,LOC_008,Standard Class,1,109.44,0.1,22.92
OL_003360,ORD_003360,2025-09-04,2025-09-09,2025-09-04 08:37:20,CUST_0499,PRD_0052,LOC_006,First Class,1,19.99,0.0,6.02
OL_003361,ORD_003361,2025-05-24,2025-05-27,2025-05-24 21:41:39,CUST_0046,PRD_0049,LOC_003,Standard Class,1,62.78,0.3,-0.45
OL_003362,ORD_003362,2025-07-10,2025-07-12,2025-07-10 06:48:54,CUST_0133,PRD_0070,LOC_004,Standard Class,7,837.34,0.15,190.68
OL_003363,ORD_003363,2025-04-07,2025-04-08,2025-04-07 14:38:35,CUST_0236,PRD_0061,LOC_003,Standard Class,7,873.67,0.0,236.25
OL_003364,ORD_003364,2025-12-23,2025-12-25,2025-12-23 13:03:33,CUST_0225,PRD_0027,LOC_004,Second Class,1,549.3,0.2,153.86
OL_003365,ORD_003365,2024-06-30,2024-07-02,2024-06-30 01:29:16,CUST_0459,PRD_0025,LOC_008,Standard Class,7,5157.56,0.1,1907.67
OL_003366,ORD_003366,2024-07-13,2024-07-16,2024-07-13 05:08:30,CUST_0345,PRD_0043,LOC_004,Standard Class,5,544.75,0.0,171.65
OL_003367,ORD_003367,2024-03-29,2024-03-30,2024-03-29 12:24:54,CUST_0702,PRD_0030,LOC_001,Second Class,4,1148.51,0.1,477.47
OL_003368,ORD_003368,2025-03-20,2025-03-21,2025-03-20 04:20:27,CUST_0582,PRD_0120,LOC_007,Second Class,4,6119.08,0.03,1002.08
OL_003369,ORD_003369,2025-04-25,2025-04-26,2025-04-25 19:32:56,CUST_0719,PRD_0006,LOC_008,Standard Class,2,1793.12,0.1,668.74
OL_003370,ORD_003370,2025-06-22,2025-06-23,2025-06-22 01:50:15,CUST_0686,PRD_0108,LOC_006,Same Day,3,851.29,0.06,161.8
OL_003371,ORD_003371,2024-08-30,2024-09-02,2024-08-30 22:21:21,CUST_0731,PRD_0102,LOC_005,Standard Class,7,3748.17,0.04,717.38
OL_003372,ORD_003372,2024-01-15,2024-01-20,2024-01-15 17:10:36,CUST_0776,PRD_0072,LOC_008,Standard Class,7,799.03,0.15,127.03
OL_003373,ORD_003373,2025-05-05,2025-05-07,2025-05-05 05:09:45,CUST_0273,PRD_0070,LOC_001,Standard Class,5,703.65,0.0,241.75
OL_003374,ORD_003374,2025-12-30,2026-01-01,2025-12-30 13:22:30,CUST_0179,PRD_0023,LOC_006,First Class,3,2416.99,0.15,807.88
OL_003375,ORD_003375,2024-08-02,2024-08-07,2024-08-02 15:49:14,CUST_0142,PRD_0047,LOC_010,Second Class,3,310.1,0.2,32.6
OL_003376,ORD_003376,2024-05-27,2024-05-28,2024-05-27 15:15:27,CUST_0534,PRD_0111,LOC_008,First Class,1,791.37,0.05,134.92
OL_003377,ORD_003377,2024-07-25,2024-07-28,2024-07-25 23:05:00,CUST_0573,PRD_0111,LOC_003,Same Day,2,1632.69,0.02,319.79
OL_003378,ORD_003378,2024-11-21,2024-11-22,2024-11-21 19:57:13,CUST_0086,PRD_0073,LOC_009,Second Class,2,268.32,0.0,72.62
OL_003379,ORD_003379,2024-07-06,2024-07-10,2024-07-06 21:25:38,CUST_0650,PRD_0096,LOC_002,Standard Class,7,691.16,0.14,76.35
OL_003380,ORD_003380,2024-09-08,2024-09-11,2024-09-08 17:35:03,CUST_0618,PRD_0114,LOC_005,First Class,7,3017.93,0.23,-133.75
OL_003381,ORD_003381,2025-05-08,2025-05-12,2025-05-08 22:42:27,CUST_0534,PRD_0051,LOC_006,Standard Class,5,383.15,0.0,125.3
OL_003382,ORD_003382,2024-09-06,2024-09-11,2024-09-06 11:05:35,CUST_0368,PRD_0095,LOC_001,Second Class,7,10527.95,0.07,1461.13
OL_003383,ORD_003383,2024-10-20,2024-10-25,2024-10-20 04:34:36,CUST_0125,PRD_0014,LOC_002,Standard Class,5,2023.13,0.15,673.68
OL_003384,ORD_003384,2024-02-13,2024-02-15,2024-02-13 04:43:37,CUST_0424,PRD_0095,LOC_005,Standard Class,3,3766.51,0.23,-119.27
OL_003385,ORD_003385,2025-10-14,2025-10-15,2025-10-14 01:10:26,CUST_0134,PRD_0101,LOC_002,Standard Class,4,5070.3,0.05,652.22
OL_003386,ORD_003386,2024-10-31,2024-11-03,2024-10-31 01:30:12,CUST_0514,PRD_0051,LOC_004,Second Class,4,306.52,0.0,100.24
OL_003387,ORD_003387,2024-08-25,2024-08-27,2024-08-25 21:02:38,CUST_0271,PRD_0044,LOC_007,First Class,3,56.94,0.0,15.36
OL_003388,ORD_003388,2024-03-24,2024-03-28,2024-03-24 12:26:21,CUST_0218,PRD_0119,LOC_006,Standard Class,5,8585.33,0.05,985.18
OL_003389,ORD_003389,2025-05-06,2025-05-11,2025-05-06 01:26:50,CUST_0372,PRD_0028,LOC_009,First Class,7,538.27,0.1,201.15
OL_003390,ORD_003390,2025-09-05,2025-09-06,2025-09-05 04:06:49,CUST_0486,PRD_0058,LOC_009,Second Class,7,615.3,0.0,192.36
OL_003391,ORD_003391,2024-02-14,2024-02-15,2024-02-14 01:31:12,CUST_0313,PRD_0060,LOC_010,First Class,7,480.48,0.0,171.92
OL_003392,ORD_003392,2024-05-04,2024-05-08,2024-05-04 14:54:43,CUST_0759,PRD_0056,LOC_004,Standard Class,5,474.0,0.2,89.9
OL_003393,ORD_003393,2024-05-04,2024-05-05,2024-05-04 06:27:31,CUST_0006,PRD_0030,LOC_002,Standard Class,5,1595.15,0.0,756.35
OL_003394,ORD_003394,2025-04-18,2025-04-19,2025-04-18 09:54:41,CUST_0721,PRD_0010,LOC_006,Standard Class,6,5170.03,0.2,1306.45
OL_003395,ORD_003395,2025-10-17,2025-10-22,2025-10-17 09:03:56,CUST_0002,PRD_0093,LOC_009,First Class,3,999.22,0.05,167.32
OL_003396,ORD_003396,2024-12-05,2024-12-07,2024-12-05 05:25:30,CUST_0184,PRD_0105,LOC_008,Standard Class,2,634.03,0.12,38.25
OL_003397,ORD_003397,2024-09-05,2024-09-09,2024-09-05 19:43:14,CUST_0792,PRD_0097,LOC_007,Standard Class,1,1098.15,0.34,-279.56
OL_003398,ORD_003398,2025-07-12,2025-07-16,2025-07-12 14:53:29,CUST_0582,PRD_0086,LOC_008,Standard Class,4,437.76,0.1,91.68
OL_003399,ORD_003399,2025-06-30,2025-07-03,2025-06-30 14:00:25,CUST_0547,PRD_0058,LOC_004,Standard Class,2,175.8,0.0,54.96
OL_003400,ORD_003400,2024-07-04,2024-07-05,2024-07-04 16:49:40,CUST_0582,PRD_0074,LOC_005,Standard Class,6,243.89,0.2,25.25
OL_003401,ORD_003401,2024-05-13,2024-05-14,2024-05-13 20:16:30,CUST_0350,PRD_0060,LOC_002,Standard Class,2,123.55,0.1,35.39
OL_003402,ORD_003402,2024-09-16,2024-09-21,2024-09-16 09:21:26,CUST_0619,PRD_0096,LOC_006,Standard Class,1,88.62,0.22,0.79
OL_003403,ORD_003403,2025-07-17,2025-07-20,2025-07-17 09:34:16,CUST_0127,PRD_0013,LOC_003,Standard Class,3,2719.44,0.0,1042.23
OL_003404,ORD_003404,2025-06-06,2025-06-09,2025-06-06 08:52:04,CUST_0627,PRD_0116,LOC_003,Standard Class,4,4103.29,0.06,767.73
OL_003405,ORD_003405,2025-05-22,2025-05-26,2025-05-22 18:58:07,CUST_0743,PRD_0093,LOC_003,Standard Class,4,1067.47,0.24,-41.73
OL_003406,ORD_003406,2025-08-16,2025-08-18,2025-08-16 07:56:43,CUST_0679,PRD_0088,LOC_005,Standard Class,7,878.85,0.1,215.04
OL_003407,ORD_003407,2024-07-22,2024-07-23,2024-07-22 15:38:40,CUST_0584,PRD_0091,LOC_005,Second Class,4,6219.59,0.16,563.71
OL_003408,ORD_003408,2024-09-02,2024-09-05,2024-09-02 02:46:58,CUST_0553,PRD_0112,LOC_008,Standard Class,6,8736.65,0.17,-8.05
OL_003409,ORD_003409,2024-02-15,2024-02-18,2024-02-15 20:59:20,CUST_0443,PRD_0028,LOC_009,Standard Class,6,461.38,0.1,172.42
OL_003410,ORD_003410,2025-09-08,2025-09-09,2025-09-08 19:35:35,CUST_0338,PRD_0024,LOC_003,Standard Class,1,179.15,0.15,67.14
OL_003411,ORD_003411,2025-04-07,2025-04-09,2025-04-07 02:14:49,CUST_0687,PRD_0044,LOC_003,Standard Class,2,37.96,0.0,10.24
OL_003412,ORD_003412,2024-08-04,2024-08-05,2024-08-04 04:58:03,CUST_0549,PRD_0111,LOC_003,Standard Class,4,2145.75,0.36,-480.05
OL_003413,ORD_003413,2024-03-10,2024-03-14,2024-03-10 03:28:53,CUST_0368,PRD_0003,LOC_003,Second Class,3,3515.91,0.0,1420.02
OL_003414,ORD_003414,2025-06-21,2025-06-23,2025-06-21 05:46:40,CUST_0619,PRD_0077,LOC_007,Standard Class,4,507.02,0.1,132.9
OL_003415,ORD_003415,2025-07-03,2025-07-05,2025-07-03 09:52:59,CUST_0057,PRD_0079,LOC_006,Standard Class,2,43.39,0.3,0.01
OL_003416,ORD_003416,2025-05-23,2025-05-27,2025-05-23 04:12:31,CUST_0643,PRD_0083,LOC_001,Standard Class,1,32.56,0.15,7.54
OL_003417,ORD_003417,2024-06-08,2024-06-10,2024-06-08 19:24:04,CUST_0640,PRD_0016,LOC_006,Standard Class,3,839.56,0.1,292.0
OL_003418,ORD_003418,2025-10-10,2025-10-11,2025-10-10 18:54:54,CUST_0196,PRD_0027,LOC_009,Standard Class,3,1441.9,0.3,255.58
OL_003419,ORD_003419,2025-07-06,2025-07-08,2025-07-06 02:19:12,CUST_0041,PRD_0096,LOC_001,Same Day,5,529.98,0.07,90.83
OL_003420,ORD_003420,2025-05-18,2025-05-19,2025-05-18 11:02:55,CUST_0582,PRD_0022,LOC_009,Standard Class,2,1466.24,0.1,504.2
OL_003421,ORD_003421,2025-05-15,2025-05-19,2025-05-15 03:22:54,CUST_0165,PRD_0077,LOC_003,Standard Class,5,563.36,0.2,95.71
OL_003422,ORD_003422,2025-10-03,2025-10-04,2025-10-03 00:02:50,CUST_0792,PRD_0050,LOC_003,Standard Class,7,388.48,0.15,94.06
OL_003423,ORD_003423,2025-10-23,2025-10-24,2025-10-23 00:30:33,CUST_0012,PRD_0115,LOC_004,Same Day,4,3355.59,0.05,668.91
OL_003424,ORD_003424,2025-04-14,2025-04-17,2025-04-14 05:23:27,CUST_0197,PRD_0102,LOC_002,First Class,4,1425.89,0.36,-305.99
OL_003425,ORD_003425,2024-11-11,2024-11-15,2024-11-11 03:38:50,CUST_0044,PRD_0118,LOC_001,Standard Class,1,214.02,0.21,-9.65
OL_003426,ORD_003426,2024-09-21,2024-09-24,2024-09-21 06:19:30,CUST_0618,PRD_0045,LOC_003,Standard Class,2,99.53,0.3,5.65
OL_003427,ORD_003427,2025-08-10,2025-08-15,2025-08-10 16:14:54,CUST_0483,PRD_0009,LOC_001,Standard Class,1,829.62,0.1,317.6
OL_003428,ORD_003428,2025-05-11,2025-05-15,2025-05-11 04:14:14,CUST_0674,PRD_0030,LOC_006,Standard Class,4,1276.12,0.0,605.08
OL_003429,ORD_003429,2024-03-17,2024-03-22,2024-03-17 13:34:49,CUST_0759,PRD_0050,LOC_002,Standard Class,4,182.81,0.3,14.57
OL_003430,ORD_003430,2024-05-02,2024-05-04,2024-05-02 10:00:19,CUST_0519,PRD_0040,LOC_001,Standard Class,1,148.57,0.2,34.14
OL_003431,ORD_003431,2025-09-30,2025-10-03,2025-09-30 04:16:56,CUST_0199,PRD_0038,LOC_005,Standard Class,3,1318.06,0.1,512.35
OL_003432,ORD_003432,2025-09-19,2025-09-20,2025-09-19 21:16:46,CUST_0088,PRD_0045,LOC_006,Standard Class,6,426.54,0.0,144.9
OL_003433,ORD_003433,2025-11-13,2025-11-18,2025-11-13 13:31:28,CUST_0688,PRD_0083,LOC_006,Standard Class,7,214.48,0.2,39.34
OL_003434,ORD_003434,2024-11-23,2024-11-27,2024-11-23 00:10:20,CUST_0217,PRD_0063,LOC_005,Standard Class,5,435.5,0.15,93.2
OL_003435,ORD_003435,2025-07-22,2025-07-26,2025-07-22 05:19:20,CUST_0702,PRD_0116,LOC_009,Standard Class,6,6042.38,0.07,1039.04
OL_003436,ORD_003436,2025-08-15,2025-08-19,2025-08-15 03:43:43,CUST_0696,PRD_0076,LOC_002,Standard Class,4,407.81,0.1,105.93
OL_003437,ORD_003437,2024-08-16,2024-08-21,2024-08-16 09:15:18,CUST_0534,PRD_0013,LOC_008,Standard Class,3,1903.61,0.3,226.4
OL_003438,ORD_003438,2024-05-04,2024-05-07,2024-05-04 08:04:20,CUST_0513,PRD_0042,LOC_004,Standard Class,6,785.86,0.1,159.04
OL_003439,ORD_003439,2025-12-28,2026-01-01,2025-12-28 18:29:17,CUST_0758,PRD_0056,LOC_009,Standard Class,6,604.35,0.15,143.43
OL_003440,ORD_003440,2024-02-04,2024-02-08,2024-02-04 10:24:40,CUST_0601,PRD_0104,LOC_003,Standard Class,3,514.02,0.18,10.62
OL_003441,ORD_003441,2025-04-15,2025-04-18,2025-04-15 16:49:45,CUST_0573,PRD_0067,LOC_010,First Class,3,158.71,0.1,31.21
OL_003442,ORD_003442,2025-05-14,2025-05-16,2025-05-14 04:16:43,CUST_0368,PRD_0080,LOC_009,First Class,3,85.37,0.15,17.96
OL_003443,ORD_003443,2025-05-31,2025-06-04,2025-05-31 02:19:41,CUST_0405,PRD_0081,LOC_002,Standard Class,6,706.32,0.0,185.64
OL_003444,ORD_003444,2024-07-09,2024-07-10,2024-07-09 11:56:26,CUST_0330,PRD_0055,LOC_004,Standard Class,1,8.31,0.0,2.2
OL_003445,ORD_003445,2025-06-20,2025-06-21,2025-06-20 22:20:23,CUST_0752,PRD_0050,LOC_003,Second Class,6,313.39,0.2,61.03
OL_003446,ORD_003446,2024-06-16,2024-06-21,2024-06-16 09:14:52,CUST_0543,PRD_0027,LOC_002,Standard Class,2,1373.24,0.0,582.36
OL_003447,ORD_003447,2025-08-15,2025-08-16,2025-08-15 08:03:55,CUST_0617,PRD_0078,LOC_004,Standard Class,4,451.84,0.1,122.84
OL_003448,ORD_003448,2024-06-17,2024-06-18,2024-06-17 22:05:25,CUST_0041,PRD_0025,LOC_005,First Class,1,818.66,0.0,354.39
OL_003449,ORD_003449,2025-06-07,2025-06-12,2025-06-07 22:33:01,CUST_0678,PRD_0109,LOC_004,Second Class,6,743.57,0.34,-121.87
OL_003450,ORD_003450,2025-07-21,2025-07-25,2025-07-21 00:33:29,CUST_0355,PRD_0029,LOC_003,Standard Class,1,296.77,0.0,130.33
OL_003451,ORD_003451,2024-05-30,2024-06-04,2024-05-30 00:47:12,CUST_0584,PRD_0017,LOC_003,Standard Class,2,994.9,0.1,328.02
OL_003452,ORD_003452,2024-06-28,2024-07-01,2024-06-28 21:57:25,CUST_0042,PRD_0053,LOC_002,Same Day,5,148.7,0.0,39.8
OL_003453,ORD_003453,2025-07-19,2025-07-23,2025-07-19 13:21:33,CUST_0702,PRD_0080,LOC_002,Standard Class,3,100.44,0.0,33.03
OL_003454,ORD_003454,2024-03-24,2024-03-27,2024-03-24 17:10:09,CUST_0562,PRD_0049,LOC_005,Standard Class,2,179.38,0.0,52.92
OL_003455,ORD_003455,2024-05-31,2024-06-05,2024-05-31 06:02:53,CUST_0382,PRD_0092,LOC_002,Standard Class,4,3405.19,0.34,-582.33
OL_003456,ORD_003456,2024-12-27,2024-12-29,2024-12-27 03:51:01,CUST_0264,PRD_0041,LOC_008,Standard Class,1,136.74,0.0,39.66
OL_003457,ORD_003457,2025-10-24,2025-10-29,2025-10-24 08:43:08,CUST_0272,PRD_0102,LOC_007,Second Class,3,1599.18,0.04,300.27
OL_003458,ORD_003458,2025-03-25,2025-03-30,2025-03-25 11:34:53,CUST_0264,PRD_0065,LOC_010,Second Class,2,41.24,0.0,11.06
OL_003459,ORD_003459,2024-10-12,2024-10-17,2024-10-12 13:45:42,CUST_0104,PRD_0068,LOC_003,Second Class,4,173.37,0.15,23.41
OL_003460,ORD_003460,2025-12-09,2025-12-14,2025-12-09 21:23:56,CUST_0388,PRD_0050,LOC_002,First Class,3,195.87,0.0,69.69
OL_003461,ORD_003461,2025-01-05,2025-01-06,2025-01-05 05:58:07,CUST_0378,PRD_0062,LOC_001,First Class,5,362.7,0.15,85.0
OL_003462,ORD_003462,2024-11-30,2024-12-04,2024-11-30 05:33:19,CUST_0350,PRD_0027,LOC_004,Standard Class,1,617.96,0.1,222.52
OL_003463,ORD_003463,2024-11-05,2024-11-09,2024-11-05 06:16:57,CUST_0579,PRD_0012,LOC_009,Standard Class,1,193.32,0.15,59.52
OL_003464,ORD_003464,2024-08-14,2024-08-16,2024-08-14 12:31:09,CUST_0358,PRD_0107,LOC_006,Standard Class,2,760.96,0.04,138.16
OL_003465,ORD_003465,2024-08-23,2024-08-26,2024-08-23 10:57:29,CUST_0087,PRD_0099,LOC_010,Standard Class,7,9575.83,0.22,-302.92
OL_003466,ORD_003466,2025-06-03,2025-06-05,2025-06-03 20:32:18,CUST_0678,PRD_0034,LOC_009,Standard Class,7,1694.14,0.0,809.34
OL_003467,ORD_003467,2024-02-14,2024-02-15,2024-02-14 22:54:24,CUST_0362,PRD_0018,LOC_004,First Class,1,327.38,0.2,80.53
OL_003468,ORD_003468,2025-05-31,2025-06-04,2025-05-31 02:22:40,CUST_0557,PRD_0033,LOC_004,Standard Class,1,651.17,0.2,194.83
OL_003469,ORD_003469,2024-06-07,2024-06-11,2024-06-07 10:41:22,CUST_0737,PRD_0057,LOC_003,Second Class,2,151.14,0.0,47.0
OL_003470,ORD_003470,2024-10-09,2024-10-10,2024-10-09 15:26:01,CUST_0612,PRD_0015,LOC_007,Standard Class,4,964.4,0.1,393.28
OL_003471,ORD_003471,2024-05-04,2024-05-06,2024-05-04 19:32:36,CUST_0455,PRD_0113,LOC_006,Standard Class,7,732.69,0.36,-153.58
OL_003472,ORD_003472,2025-03-19,2025-03-24,2025-03-19 04:18:42,CUST_0457,PRD_0012,LOC_001,Standard Class,6,1364.58,0.0,561.78
OL_003473,ORD_003473,2025-06-24,2025-06-25,2025-06-24 20:12:17,CUST_0675,PRD_0076,LOC_009,Standard Class,2,226.56,0.0,75.62
OL_003474,ORD_003474,2024-09-14,2024-09-15,2024-09-14 01:19:48,CUST_0650,PRD_0093,LOC_008,Standard Class,7,2113.48,0.14,172.38
OL_003475,ORD_003475,2024-05-15,2024-05-18,2024-05-15 09:54:35,CUST_0151,PRD_0034,LOC_010,Standard Class,2,484.04,0.0,231.24
OL_003476,ORD_003476,2024-06-22,2024-06-25,2024-06-22 19:08:01,CUST_0534,PRD_0113,LOC_003,Second Class,3,383.08,0.22,3.25
OL_003477,ORD_003477,2025-08-09,2025-08-11,2025-08-09 19:27:59,CUST_0687,PRD_0107,LOC_007,Second Class,6,1789.48,0.25,-78.92
OL_003478,ORD_003478,2024-07-16,2024-07-21,2024-07-16 15:11:24,CUST_0631,PRD_0065,LOC_006,Second Class,3,55.67,0.1,10.4
OL_003479,ORD_003479,2025-07-17,2025-07-19,2025-07-17 06:29:49,CUST_0096,PRD_0059,LOC_002,Standard Class,6,183.58,0.3,7.06
OL_003480,ORD_003480,2024-08-27,2024-08-30,2024-08-27 20:39:50,CUST_0368,PRD_0057,LOC_003,Standard Class,3,226.71,0.0,70.5
OL_003481,ORD_003481,2024-05-30,2024-05-31,2024-05-30 06:20:34,CUST_0439,PRD_0056,LOC_002,Standard Class,6,568.8,0.2,107.88
OL_003482,ORD_003482,2025-06-23,2025-06-26,2025-06-23 23:22:46,CUST_0224,PRD_0112,LOC_002,First Class,5,8414.53,0.04,1127.28
OL_003483,ORD_003483,2025-01-09,2025-01-10,2025-01-09 12:34:37,CUST_0573,PRD_0051,LOC_006,Standard Class,7,429.13,0.2,68.14
OL_003484,ORD_003484,2024-02-05,2024-02-07,2024-02-05 04:03:34,CUST_0398,PRD_0099,LOC_009,Second Class,4,5406.02,0.23,-238.98
OL_003485,ORD_003485,2025-11-21,2025-11-23,2025-11-21 12:14:56,CUST_0260,PRD_0060,LOC_010,First Class,3,205.92,0.0,73.68
OL_003486,ORD_003486,2024-05-05,2024-05-07,2024-05-05 06:01:22,CUST_0289,PRD_0064,LOC_002,Standard Class,3,331.23,0.0,93.78
OL_003487,ORD_003487,2024-09-13,2024-09-17,2024-09-13 05:09:12,CUST_0679,PRD_0054,LOC_006,Standard Class,4,221.2,0.0,66.56
OL_003488,ORD_003488,2024-10-09,2024-10-13,2024-10-09 00:37:39,CUST_0688,PRD_0104,LOC_001,Second Class,7,1225.84,0.16,51.24
OL_003489,ORD_003489,2025-01-30,2025-02-03,2025-01-30 10:53:17,CUST_0642,PRD_0081,LOC_003,Standard Class,2,164.81,0.3,-8.75
OL_003490,ORD_003490,2025-07-22,2025-07-26,2025-07-22 14:17:12,CUST_0722,PRD_0054,LOC_009,Same Day,3,141.01,0.15,25.03
OL_003491,ORD_003491,2024-01-07,2024-01-11,2024-01-07 07:09:07,CUST_0759,PRD_0096,LOC_010,Standard Class,2,182.63,0.2,6.97
OL_003492,ORD_003492,2025-10-26,2025-10-31,2025-10-26 08:48:45,CUST_0416,PRD_0080,LOC_010,First Class,2,56.92,0.15,11.98
OL_003493,ORD_003493,2025-05-12,2025-05-13,2025-05-12 07:18:15,CUST_0091,PRD_0099,LOC_005,Standard Class,5,8312.52,0.05,1256.27
OL_003494,ORD_003494,2025-11-12,2025-11-16,2025-11-12 02:55:07,CUST_0631,PRD_0029,LOC_007,Same Day,7,1765.78,0.15,600.7
OL_003495,ORD_003495,2025-08-09,2025-08-10,2025-08-09 15:37:45,CUST_0534,PRD_0119,LOC_004,Standard Class,7,12337.19,0.03,1696.98
OL_003496,ORD_003496,2025-10-22,2025-10-23,2025-10-22 06:08:17,CUST_0320,PRD_0066,LOC_007,Standard Class,4,35.43,0.15,6.43
OL_003497,ORD_003497,2025-04-18,2025-04-22,2025-04-18 10:12:49,CUST_0770,PRD_0022,LOC_002,Standard Class,1,692.39,0.15,211.37
OL_003498,ORD_003498,2024-09-16,2024-09-17,2024-09-16 15:01:41,CUST_0292,PRD_0028,LOC_002,Standard Class,6,435.74,0.15,146.78
OL_003499,ORD_003499,2024-12-11,2024-12-13,2024-12-11 23:09:19,CUST_0713,PRD_0047,LOC_010,Second Class,5,646.05,0.0,183.55
OL_003500,ORD_003500,2025-05-18,2025-05-19,2025-05-18 06:51:27,CUST_0498,PRD_0045,LOC_003,Second Class,3,191.94,0.1,51.12
OL_003501,ORD_003501,2024-11-22,2024-11-27,2024-11-22 04:43:53,CUST_0041,PRD_0050,LOC_009,First Class,7,457.03,0.0,162.61
OL_003502,ORD_003502,2025-06-25,2025-06-26,2025-06-25 09:06:03,CUST_0682,PRD_0018,LOC_001,Second Class,2,818.44,0.0,324.74
OL_003503,ORD_003503,2024-03-28,2024-03-31,2024-03-28 13:00:22,CUST_0605,PRD_0082,LOC_008,Standard Class,5,103.48,0.2,20.53
OL_003504,ORD_003504,2025-08-16,2025-08-21,2025-08-16 01:32:20,CUST_0545,PRD_0109,LOC_010,First Class,2,306.18,0.18,17.7
OL_003505,ORD_003505,2024-06-08,2024-06-13,2024-06-08 07:06:08,CUST_0525,PRD_0035,LOC_001,Standard Class,4,614.24,0.0,250.48
OL_003506,ORD_003506,2025-11-05,2025-11-07,2025-11-05 04:48:36,CUST_0186,PRD_0060,LOC_004,Second Class,6,329.47,0.2,64.99
OL_003507,ORD_003507,2024-05-10,2024-05-11,2024-05-10 11:07:54,CUST_0183,PRD_0115,LOC_008,Standard Class,6,5159.31,0.02,1129.29
OL_003508,ORD_003508,2024-04-23,2024-04-28,2024-04-23 11:31:58,CUST_0030,PRD_0076,LOC_001,Standard Class,7,713.66,0.1,185.37
OL_003509,ORD_003509,2025-08-06,2025-08-08,2025-08-06 16:29:07,CUST_0126,PRD_0094,LOC_003,Standard Class,6,6035.06,0.18,-96.58
OL_003510,ORD_003510,2025-08-10,2025-08-11,2025-08-10 12:20:41,CUST_0289,PRD_0067,LOC_003,Second Class,7,411.46,0.0,113.96
OL_003511,ORD_003511,2025-06-28,2025-06-30,2025-06-28 11:15:00,CUST_0455,PRD_0072,LOC_002,Standard Class,7,940.03,0.0,268.03
OL_003512,ORD_003512,2025-11-21,2025-11-25,2025-11-21 05:45:45,CUST_0104,PRD_0102,LOC_001,Standard Class,5,2656.91,0.04,492.06
OL_003513,ORD_003513,2024-07-18,2024-07-20,2024-07-18 08:52:39,CUST_0462,PRD_0031,LOC_003,Second Class,3,1120.77,0.0,505.05
OL_003514,ORD_003514,2025-08-14,2025-08-15,2025-08-14 20:12:16,CUST_0225,PRD_0061,LOC_002,Standard Class,6,748.86,0.0,202.5
OL_003515,ORD_003515,2024-09-12,2024-09-16,2024-09-12 13:49:40,CUST_0221,PRD_0076,LOC_010,Standard Class,1,113.28,0.0,37.81
OL_003516,ORD_003516,2025-03-09,2025-03-13,2025-03-09 23:11:34,CUST_0756,PRD_0029,LOC_001,Second Class,2,474.83,0.2,141.95
OL_003517,ORD_003517,2024-12-15,2024-12-18,2024-12-15 02:24:28,CUST_0787,PRD_0052,LOC_002,Standard Class,4,79.96,0.0,24.08
OL_003518,ORD_003518,2024-01-07,2024-01-08,2024-01-07 18:26:05,CUST_0640,PRD_0092,LOC_008,Second Class,3,3730.74,0.04,740.1
OL_003519,ORD_003519,2025-04-02,2025-04-06,2025-04-02 05:06:43,CUST_0057,PRD_0036,LOC_008,Second Class,2,423.83,0.1,155.35
OL_003520,ORD_003520,2025-07-03,2025-07-04,2025-07-03 00:02:51,CUST_0582,PRD_0082,LOC_005,Standard Class,1,25.87,0.0,9.28
OL_003521,ORD_003521,2024-05-22,2024-05-23,2024-05-22 17:02:59,CUST_0151,PRD_0039,LOC_004,Second Class,7,4881.37,0.1,1864.79
OL_003522,ORD_003522,2025-10-25,2025-10-27,2025-10-25 11:08:46,CUST_0472,PRD_0003,LOC_003,Standard Class,4,4219.09,0.1,1424.57
OL_003523,ORD_003523,2025-03-04,2025-03-05,2025-03-04 11:47:37,CUST_0702,PRD_0075,LOC_010,Standard Class,4,323.01,0.2,49.53
